name,backend,model,block_size,num_sequences,total_prompt_tokens,total_output_tokens,total_time_s,throughput_tok_per_s,avg_latency_s,avg_gpu_util_pct,peak_gpu_mem_used_mb,avg_gpu_mem_used_mb,gpu_mem_total_mb,avg_power_w
vllm_b16_homogeneous,vllm,meta-llama/Llama-3.2-1B,16,1000,17000,128000,4.712121795862913,27163.983773165575,4.70049168728292,89.02127659574468,43102.875,43102.789893617024,46068.0,285.572170212766
