name,backend,model,block_size,num_sequences,total_prompt_tokens,total_output_tokens,total_time_s,throughput_tok_per_s,avg_latency_s,avg_gpu_util_pct,peak_gpu_mem_used_mb,avg_gpu_mem_used_mb,gpu_mem_total_mb,avg_power_w
h3_vllm_b32_long,vllm,meta-llama/Llama-3.2-1B,32,30,1950,30720,9.490724705159664,3236.844493371404,9.48909505084157,57.61052631578947,43120.875,43120.875,46068.0,186.74215789473686
