timestamp_s,gpu_util_pct,mem_used_mb,mem_total_mb,mem_util_pct,power_w,temp_c
0.0028809569776058197,0,43120.875,46068.0,0,93.489,36
0.10312545672059059,0,43120.875,46068.0,0,93.468,36
0.20337635651230812,0,43120.875,46068.0,0,93.51,37
0.3036350179463625,0,43120.875,46068.0,0,102.234,38
0.40388360247015953,52,43120.875,46068.0,50,110.623,38
0.5041279103606939,52,43120.875,46068.0,50,119.77,38
0.6044158264994621,52,43120.875,46068.0,49,128.299,39
0.704720426350832,52,43120.875,46068.0,49,124.74,39
0.8049951195716858,53,43120.875,46068.0,50,133.488,39
0.9052449278533459,53,43120.875,46068.0,50,142.66,39
1.005523817613721,53,43120.875,46068.0,51,151.598,39
1.1057762298732996,53,43120.875,46068.0,51,160.539,39
1.2060339394956827,53,43120.875,46068.0,51,169.397,39
1.3063152842223644,53,43120.875,46068.0,51,178.958,39
1.4065558779984713,53,43120.875,46068.0,51,179.267,39
1.506793025881052,53,43120.875,46068.0,51,179.908,39
1.6070416308939457,53,43120.875,46068.0,51,179.864,39
1.7073009442538023,53,43120.875,46068.0,51,180.394,39
1.807528669014573,54,43120.875,46068.0,53,180.755,40
1.9077977742999792,54,43120.875,46068.0,53,180.919,40
2.0080653373152018,54,43120.875,46068.0,53,181.184,40
2.108324119821191,54,43120.875,46068.0,53,181.768,40
2.208608640357852,55,43120.875,46068.0,53,182.446,40
2.308853730559349,55,43120.875,46068.0,53,183.209,40
2.409083576872945,55,43120.875,46068.0,54,183.419,40
2.5093864537775517,55,43120.875,46068.0,54,183.981,40
2.6096800472587347,55,43120.875,46068.0,54,184.41,40
2.7101271506398916,55,43120.875,46068.0,54,184.795,40
2.8106809221208096,55,43120.875,46068.0,54,185.713,40
2.9109604842960835,55,43120.875,46068.0,54,186.906,40
3.011148290708661,54,43120.875,46068.0,54,187.051,40
3.111434329301119,54,43120.875,46068.0,54,187.16,40
3.211770797148347,56,43120.875,46068.0,55,187.657,40
3.312029777094722,56,43120.875,46068.0,55,187.798,40
3.4123227689415216,57,43120.875,46068.0,56,188.139,40
3.5125788878649473,57,43120.875,46068.0,56,188.911,41
3.612925661727786,57,43120.875,46068.0,56,189.154,41
3.7131717018783092,57,43120.875,46068.0,56,189.818,41
3.813374049961567,57,43120.875,46068.0,56,190.526,41
3.91363737732172,57,43120.875,46068.0,56,190.392,41
4.01386721432209,58,43120.875,46068.0,57,189.731,41
4.114149261265993,58,43120.875,46068.0,57,190.545,41
4.214424045756459,58,43120.875,46068.0,58,191.208,41
4.314726682379842,58,43120.875,46068.0,58,190.952,41
4.4150091875344515,57,43120.875,46068.0,56,190.895,41
4.515278885141015,57,43120.875,46068.0,56,191.083,41
4.615553941577673,59,43120.875,46068.0,58,190.652,41
4.715782377868891,59,43120.875,46068.0,58,191.159,41
4.816053545102477,59,43120.875,46068.0,59,191.444,41
4.9162935093045235,59,43120.875,46068.0,59,191.696,41
5.016591327264905,59,43120.875,46068.0,59,192.525,41
5.116833163425326,59,43120.875,46068.0,59,193.053,41
5.2170853856951,60,43120.875,46068.0,60,193.55,41
5.317342834547162,60,43120.875,46068.0,60,193.548,41
5.417649446055293,60,43120.875,46068.0,60,194.234,41
5.51790202781558,60,43120.875,46068.0,60,194.954,41
5.618142101913691,61,43120.875,46068.0,61,195.343,41
5.718442853540182,61,43120.875,46068.0,61,195.818,41
5.818749627098441,58,43120.875,46068.0,58,195.608,41
5.91900216974318,58,43120.875,46068.0,58,195.673,41
6.019253317266703,61,43120.875,46068.0,61,195.958,42
6.119717476889491,61,43120.875,46068.0,61,196.629,42
6.219968635588884,62,43120.875,46068.0,62,197.481,42
6.320392424240708,62,43120.875,46068.0,62,197.625,42
6.42067994736135,62,43120.875,46068.0,62,198.057,42
6.521001322194934,62,43120.875,46068.0,62,196.513,42
6.621246682479978,62,43120.875,46068.0,62,196.732,42
6.72157734259963,62,43120.875,46068.0,62,196.443,42
6.821831416338682,63,43120.875,46068.0,63,196.676,42
6.922102585434914,63,43120.875,46068.0,63,197.646,42
7.022505190223455,63,43120.875,46068.0,63,197.803,42
7.123477017506957,63,43120.875,46068.0,63,198.156,42
7.22387457638979,61,43120.875,46068.0,61,197.693,42
7.324399005621672,61,43120.875,46068.0,61,197.745,42
7.425345603376627,64,43120.875,46068.0,64,198.263,42
7.525988530367613,64,43120.875,46068.0,64,198.703,42
7.626972604542971,63,43120.875,46068.0,64,200.853,42
7.727823270484805,63,43120.875,46068.0,64,201.544,42
7.828609419986606,64,43120.875,46068.0,65,202.68,42
7.929464362561703,64,43120.875,46068.0,65,202.977,43
8.030335046350956,64,43120.875,46068.0,65,202.735,42
8.130632756277919,64,43120.875,46068.0,65,203.517,42
8.23116734996438,65,43120.875,46068.0,66,203.683,43
8.331739038228989,65,43120.875,46068.0,66,204.045,43
8.431986272335052,65,43120.875,46068.0,66,204.366,43
8.532237961888313,65,43120.875,46068.0,66,203.924,42
8.632518926635385,63,43120.875,46068.0,64,204.443,43
8.73281036503613,63,43120.875,46068.0,64,204.797,43
8.83309874124825,66,43120.875,46068.0,67,205.252,43
8.93335130251944,66,43120.875,46068.0,67,205.56,43
9.0336305052042,67,43120.875,46068.0,68,206.186,43
9.133858790621161,67,43120.875,46068.0,68,206.937,43
9.234200956299901,68,43120.875,46068.0,68,206.981,43
9.334566436707973,68,43120.875,46068.0,68,207.653,43
9.434805817902088,67,43120.875,46068.0,68,208.269,43
