name,backend,model,block_size,num_sequences,total_prompt_tokens,total_output_tokens,total_time_s,throughput_tok_per_s,avg_latency_s,avg_gpu_util_pct,peak_gpu_mem_used_mb,avg_gpu_mem_used_mb,gpu_mem_total_mb,avg_power_w
hf_memory_pressure,hf,Qwen/Qwen2.5-1.5B-Instruct,,500,315726,248734,414.64208925515413,599.8763908575115,14.396938492566347,80.13,6574.5625,6189.9735,24576.0,306.1966875
