name,backend,model,block_size,num_sequences,total_prompt_tokens,total_output_tokens,total_time_s,throughput_tok_per_s,avg_latency_s,avg_gpu_util_pct,peak_gpu_mem_used_mb,avg_gpu_mem_used_mb,gpu_mem_total_mb,avg_power_w
hf_heterogeneous,hf,meta-llama/Llama-3.2-1B,,1000,274022,234392,238.82590608298779,981.4345681517185,1.8997028890401124,79.78092783505154,4468.875,4363.484106529209,46068.0,232.6937706185567
