seq_id,prompt_tokens,output_tokens,latency_s,tokens_per_sec
0,910,487,26.272830890491605,18.536259074245788
1,370,183,26.272830890491605,6.965370452950675
2,281,323,26.272830890491605,12.294069160126055
3,1015,147,26.272830890491605,5.595133642534149
4,537,368,26.272830890491605,14.006865173146712
5,506,241,26.272830890491605,9.17297420306619
6,484,230,26.272830890491605,8.754290733216695
7,398,363,26.272830890491605,13.816554505033306
8,1010,307,26.272830890491605,11.685075022163154
9,360,284,26.272830890491605,10.809645948841485
10,948,244,26.272830890491605,9.287160603934234
11,1014,242,26.272830890491605,9.21103633668887
12,814,140,26.272830890491605,5.32869870717538
13,345,465,26.272830890491605,17.6988921345468
14,860,226,26.272830890491605,8.60204219872597
15,688,332,26.272830890491605,12.636628362730187
16,288,296,26.272830890491605,11.26639155231366
17,286,270,26.272830890491605,10.276776078123946
18,351,163,26.272830890491605,6.20412778049705
19,479,270,26.272830890491605,10.276776078123946
20,494,307,26.272830890491605,11.685075022163154
21,773,456,26.272830890491605,17.356332931942667
22,872,388,26.272830890491605,14.768107845600339
23,283,332,26.272830890491605,12.636628362730187
24,830,475,26.272830890491605,18.07951347077361
25,459,402,26.272830890491605,15.300977716317876
26,989,297,26.272830890491605,11.304453685936341
27,921,142,26.272830890491605,5.4048229744207426
28,974,187,26.272830890491605,7.1176189874414
29,814,261,26.272830890491605,9.934216875519816
30,685,219,26.272830890491605,8.335607263367201
31,481,425,26.272830890491605,16.176406789639547
32,715,263,26.272830890491605,10.010341142765178
33,859,147,26.272830890491605,5.595133642534149
34,540,183,26.272830890491605,6.965370452950675
35,262,433,26.272830890491605,16.480903858620998
36,419,350,26.272830890491605,13.32174676793845
37,970,304,26.272830890491605,11.570888621295111
38,688,501,26.272830890491605,19.069128944963325
39,604,288,26.272830890491605,10.96189448333221
40,540,351,26.272830890491605,13.35980890156113
41,415,438,26.272830890491605,16.671214526734403
42,476,389,26.272830890491605,14.80616997922302
43,600,187,26.272830890491605,7.1176189874414
44,360,325,26.272830890491605,12.370193427371417
45,350,423,26.272830890491605,16.100282522394185
46,645,225,26.272830890491605,8.563980065103289
47,355,258,26.272830890491605,9.820030474651771
48,623,150,26.272830890491605,5.709320043402193
49,608,490,26.272830890491605,18.65044547511383
50,874,351,26.272830890491605,13.35980890156113
51,526,128,26.272830890491605,4.871953103703205
52,300,394,26.272830890491605,14.996480647336426
53,1003,403,26.272830890491605,15.339039849940558
54,726,479,26.272830890491605,18.231762005264336
55,805,496,26.272830890491605,18.878818276849916
56,383,507,26.272830890491605,19.29750174669941
57,643,505,26.272830890491605,19.22137747945405
58,336,471,26.272830890491605,17.927264936282885
59,821,228,26.272830890491605,8.678166465971334
60,556,314,26.272830890491605,11.951509957521923
61,899,348,26.272830890491605,13.245622500693088
62,889,163,26.272830890491605,6.20412778049705
63,626,468,26.272830890491605,17.813078535414842
64,847,297,26.272830890491605,11.304453685936341
65,452,447,26.272830890491605,17.013773729338535
66,977,288,26.272830890491605,10.96189448333221
67,327,467,26.272830890491605,17.77501640179216
68,302,191,26.272830890491605,7.269867521932126
69,933,496,26.272830890491605,18.878818276849916
70,489,281,26.272830890491605,10.69545954797344
71,552,387,26.272830890491605,14.730045711977658
72,337,286,26.272830890491605,10.885770216086847
73,494,469,26.272830890491605,17.851140669037523
74,359,337,26.272830890491605,12.826939030843594
75,645,295,26.272830890491605,11.22832941869098
76,540,334,26.272830890491605,12.71275262997555
77,720,484,26.272830890491605,18.42207267337774
78,906,279,26.272830890491605,10.619335280728079
79,629,411,26.272830890491605,15.643536918922008
80,422,193,26.272830890491605,7.345991789177488
81,635,226,26.272830890491605,8.60204219872597
82,619,343,26.272830890491605,13.055311832579681
83,470,468,26.272830890491605,17.813078535414842
84,942,322,26.272830890491605,12.256007026503374
85,529,474,26.272830890491605,18.041451337150928
