seq_id,prompt_tokens,output_tokens,latency_s,tokens_per_sec
0,17,128,4.684176562353969,27.326040830466766
1,17,128,4.684176562353969,27.326040830466766
2,17,128,4.684176562353969,27.326040830466766
3,17,128,4.684176562353969,27.326040830466766
4,17,128,4.684176562353969,27.326040830466766
5,17,128,4.684176562353969,27.326040830466766
6,17,128,4.684176562353969,27.326040830466766
7,17,128,4.684176562353969,27.326040830466766
8,17,128,4.684176562353969,27.326040830466766
9,17,128,4.684176562353969,27.326040830466766
10,17,128,4.684176562353969,27.326040830466766
11,17,128,4.684176562353969,27.326040830466766
12,17,128,4.684176562353969,27.326040830466766
13,17,128,4.684176562353969,27.326040830466766
14,17,128,4.684176562353969,27.326040830466766
15,17,128,4.684176562353969,27.326040830466766
16,17,128,4.684176562353969,27.326040830466766
17,17,128,4.684176562353969,27.326040830466766
18,17,128,4.684176562353969,27.326040830466766
19,17,128,4.684176562353969,27.326040830466766
20,17,128,4.684176562353969,27.326040830466766
21,17,128,4.684176562353969,27.326040830466766
22,17,128,4.684176562353969,27.326040830466766
23,17,128,4.684176562353969,27.326040830466766
24,17,128,4.684176562353969,27.326040830466766
25,17,128,4.684176562353969,27.326040830466766
26,17,128,4.684176562353969,27.326040830466766
27,17,128,4.684176562353969,27.326040830466766
28,17,128,4.684176562353969,27.326040830466766
29,17,128,4.684176562353969,27.326040830466766
30,17,128,4.684176562353969,27.326040830466766
31,17,128,4.684176562353969,27.326040830466766
32,17,128,4.684176562353969,27.326040830466766
33,17,128,4.684176562353969,27.326040830466766
34,17,128,4.684176562353969,27.326040830466766
35,17,128,4.684176562353969,27.326040830466766
36,17,128,4.684176562353969,27.326040830466766
37,17,128,4.684176562353969,27.326040830466766
38,17,128,4.684176562353969,27.326040830466766
39,17,128,4.684176562353969,27.326040830466766
40,17,128,4.684176562353969,27.326040830466766
41,17,128,4.684176562353969,27.326040830466766
42,17,128,4.684176562353969,27.326040830466766
43,17,128,4.684176562353969,27.326040830466766
44,17,128,4.684176562353969,27.326040830466766
45,17,128,4.684176562353969,27.326040830466766
46,17,128,4.684176562353969,27.326040830466766
47,17,128,4.684176562353969,27.326040830466766
48,17,128,4.684176562353969,27.326040830466766
49,17,128,4.684176562353969,27.326040830466766
50,17,128,4.684176562353969,27.326040830466766
51,17,128,4.684176562353969,27.326040830466766
52,17,128,4.684176562353969,27.326040830466766
53,17,128,4.684176562353969,27.326040830466766
54,17,128,4.684176562353969,27.326040830466766
55,17,128,4.684176562353969,27.326040830466766
56,17,128,4.684176562353969,27.326040830466766
57,17,128,4.684176562353969,27.326040830466766
58,17,128,4.684176562353969,27.326040830466766
59,17,128,4.684176562353969,27.326040830466766
60,17,128,4.684176562353969,27.326040830466766
61,17,128,4.684176562353969,27.326040830466766
62,17,128,4.684176562353969,27.326040830466766
63,17,128,4.684176562353969,27.326040830466766
64,17,128,4.684176562353969,27.326040830466766
65,17,128,4.684176562353969,27.326040830466766
66,17,128,4.684176562353969,27.326040830466766
67,17,128,4.684176562353969,27.326040830466766
68,17,128,4.684176562353969,27.326040830466766
69,17,128,4.684176562353969,27.326040830466766
70,17,128,4.684176562353969,27.326040830466766
71,17,128,4.684176562353969,27.326040830466766
72,17,128,4.684176562353969,27.326040830466766
73,17,128,4.684176562353969,27.326040830466766
74,17,128,4.684176562353969,27.326040830466766
75,17,128,4.684176562353969,27.326040830466766
76,17,128,4.684176562353969,27.326040830466766
77,17,128,4.684176562353969,27.326040830466766
78,17,128,4.684176562353969,27.326040830466766
79,17,128,4.684176562353969,27.326040830466766
80,17,128,4.684176562353969,27.326040830466766
81,17,128,4.684176562353969,27.326040830466766
82,17,128,4.684176562353969,27.326040830466766
83,17,128,4.684176562353969,27.326040830466766
84,17,128,4.684176562353969,27.326040830466766
85,17,128,4.684176562353969,27.326040830466766
86,17,128,4.684176562353969,27.326040830466766
87,17,128,4.684176562353969,27.326040830466766
88,17,128,4.684176562353969,27.326040830466766
89,17,128,4.684176562353969,27.326040830466766
90,17,128,4.684176562353969,27.326040830466766
91,17,128,4.684176562353969,27.326040830466766
92,17,128,4.684176562353969,27.326040830466766
93,17,128,4.684176562353969,27.326040830466766
94,17,128,4.684176562353969,27.326040830466766
95,17,128,4.684176562353969,27.326040830466766
96,17,128,4.684176562353969,27.326040830466766
97,17,128,4.684176562353969,27.326040830466766
98,17,128,4.684176562353969,27.326040830466766
99,17,128,4.684176562353969,27.326040830466766
100,17,128,4.684176562353969,27.326040830466766
101,17,128,4.684176562353969,27.326040830466766
102,17,128,4.684176562353969,27.326040830466766
103,17,128,4.684176562353969,27.326040830466766
104,17,128,4.684176562353969,27.326040830466766
105,17,128,4.684176562353969,27.326040830466766
106,17,128,4.684176562353969,27.326040830466766
107,17,128,4.684176562353969,27.326040830466766
108,17,128,4.684176562353969,27.326040830466766
109,17,128,4.684176562353969,27.326040830466766
110,17,128,4.684176562353969,27.326040830466766
111,17,128,4.684176562353969,27.326040830466766
112,17,128,4.684176562353969,27.326040830466766
113,17,128,4.684176562353969,27.326040830466766
114,17,128,4.684176562353969,27.326040830466766
115,17,128,4.684176562353969,27.326040830466766
116,17,128,4.684176562353969,27.326040830466766
117,17,128,4.684176562353969,27.326040830466766
118,17,128,4.684176562353969,27.326040830466766
119,17,128,4.684176562353969,27.326040830466766
120,17,128,4.684176562353969,27.326040830466766
121,17,128,4.684176562353969,27.326040830466766
122,17,128,4.684176562353969,27.326040830466766
123,17,128,4.684176562353969,27.326040830466766
124,17,128,4.684176562353969,27.326040830466766
125,17,128,4.684176562353969,27.326040830466766
126,17,128,4.684176562353969,27.326040830466766
127,17,128,4.684176562353969,27.326040830466766
128,17,128,4.684176562353969,27.326040830466766
129,17,128,4.684176562353969,27.326040830466766
130,17,128,4.684176562353969,27.326040830466766
131,17,128,4.684176562353969,27.326040830466766
132,17,128,4.684176562353969,27.326040830466766
133,17,128,4.684176562353969,27.326040830466766
134,17,128,4.684176562353969,27.326040830466766
135,17,128,4.684176562353969,27.326040830466766
136,17,128,4.684176562353969,27.326040830466766
137,17,128,4.684176562353969,27.326040830466766
138,17,128,4.684176562353969,27.326040830466766
139,17,128,4.684176562353969,27.326040830466766
140,17,128,4.684176562353969,27.326040830466766
141,17,128,4.684176562353969,27.326040830466766
142,17,128,4.684176562353969,27.326040830466766
143,17,128,4.684176562353969,27.326040830466766
144,17,128,4.684176562353969,27.326040830466766
145,17,128,4.684176562353969,27.326040830466766
146,17,128,4.684176562353969,27.326040830466766
147,17,128,4.684176562353969,27.326040830466766
148,17,128,4.684176562353969,27.326040830466766
149,17,128,4.684176562353969,27.326040830466766
150,17,128,4.684176562353969,27.326040830466766
151,17,128,4.684176562353969,27.326040830466766
152,17,128,4.684176562353969,27.326040830466766
153,17,128,4.684176562353969,27.326040830466766
154,17,128,4.684176562353969,27.326040830466766
155,17,128,4.684176562353969,27.326040830466766
156,17,128,4.684176562353969,27.326040830466766
157,17,128,4.684176562353969,27.326040830466766
158,17,128,4.684176562353969,27.326040830466766
159,17,128,4.684176562353969,27.326040830466766
160,17,128,4.684176562353969,27.326040830466766
161,17,128,4.684176562353969,27.326040830466766
162,17,128,4.684176562353969,27.326040830466766
163,17,128,4.684176562353969,27.326040830466766
164,17,128,4.684176562353969,27.326040830466766
165,17,128,4.684176562353969,27.326040830466766
166,17,128,4.684176562353969,27.326040830466766
167,17,128,4.684176562353969,27.326040830466766
168,17,128,4.684176562353969,27.326040830466766
169,17,128,4.684176562353969,27.326040830466766
170,17,128,4.684176562353969,27.326040830466766
171,17,128,4.684176562353969,27.326040830466766
172,17,128,4.684176562353969,27.326040830466766
173,17,128,4.684176562353969,27.326040830466766
174,17,128,4.684176562353969,27.326040830466766
175,17,128,4.684176562353969,27.326040830466766
176,17,128,4.684176562353969,27.326040830466766
177,17,128,4.684176562353969,27.326040830466766
178,17,128,4.684176562353969,27.326040830466766
179,17,128,4.684176562353969,27.326040830466766
180,17,128,4.684176562353969,27.326040830466766
181,17,128,4.684176562353969,27.326040830466766
182,17,128,4.684176562353969,27.326040830466766
183,17,128,4.684176562353969,27.326040830466766
184,17,128,4.684176562353969,27.326040830466766
185,17,128,4.684176562353969,27.326040830466766
186,17,128,4.684176562353969,27.326040830466766
187,17,128,4.684176562353969,27.326040830466766
188,17,128,4.684176562353969,27.326040830466766
189,17,128,4.684176562353969,27.326040830466766
190,17,128,4.684176562353969,27.326040830466766
191,17,128,4.684176562353969,27.326040830466766
192,17,128,4.684176562353969,27.326040830466766
193,17,128,4.684176562353969,27.326040830466766
194,17,128,4.684176562353969,27.326040830466766
195,17,128,4.684176562353969,27.326040830466766
196,17,128,4.684176562353969,27.326040830466766
197,17,128,4.684176562353969,27.326040830466766
198,17,128,4.684176562353969,27.326040830466766
199,17,128,4.684176562353969,27.326040830466766
200,17,128,4.684176562353969,27.326040830466766
201,17,128,4.684176562353969,27.326040830466766
202,17,128,4.684176562353969,27.326040830466766
203,17,128,4.684176562353969,27.326040830466766
204,17,128,4.684176562353969,27.326040830466766
205,17,128,4.684176562353969,27.326040830466766
206,17,128,4.684176562353969,27.326040830466766
207,17,128,4.684176562353969,27.326040830466766
208,17,128,4.684176562353969,27.326040830466766
209,17,128,4.684176562353969,27.326040830466766
210,17,128,4.684176562353969,27.326040830466766
211,17,128,4.684176562353969,27.326040830466766
212,17,128,4.684176562353969,27.326040830466766
213,17,128,4.684176562353969,27.326040830466766
214,17,128,4.684176562353969,27.326040830466766
215,17,128,4.684176562353969,27.326040830466766
216,17,128,4.684176562353969,27.326040830466766
217,17,128,4.684176562353969,27.326040830466766
218,17,128,4.684176562353969,27.326040830466766
219,17,128,4.684176562353969,27.326040830466766
220,17,128,4.684176562353969,27.326040830466766
221,17,128,4.684176562353969,27.326040830466766
222,17,128,4.684176562353969,27.326040830466766
223,17,128,4.684176562353969,27.326040830466766
224,17,128,4.684176562353969,27.326040830466766
225,17,128,4.684176562353969,27.326040830466766
226,17,128,4.684176562353969,27.326040830466766
227,17,128,4.684176562353969,27.326040830466766
228,17,128,4.684176562353969,27.326040830466766
229,17,128,4.684176562353969,27.326040830466766
230,17,128,4.684176562353969,27.326040830466766
231,17,128,4.684176562353969,27.326040830466766
232,17,128,4.684176562353969,27.326040830466766
233,17,128,4.684176562353969,27.326040830466766
234,17,128,4.684176562353969,27.326040830466766
235,17,128,4.684176562353969,27.326040830466766
236,17,128,4.684176562353969,27.326040830466766
237,17,128,4.684176562353969,27.326040830466766
238,17,128,4.684176562353969,27.326040830466766
239,17,128,4.684176562353969,27.326040830466766
240,17,128,4.684176562353969,27.326040830466766
241,17,128,4.684176562353969,27.326040830466766
242,17,128,4.684176562353969,27.326040830466766
243,17,128,4.684176562353969,27.326040830466766
244,17,128,4.684176562353969,27.326040830466766
245,17,128,4.684176562353969,27.326040830466766
246,17,128,4.684176562353969,27.326040830466766
247,17,128,4.684176562353969,27.326040830466766
248,17,128,4.684176562353969,27.326040830466766
249,17,128,4.684176562353969,27.326040830466766
250,17,128,4.684176562353969,27.326040830466766
251,17,128,4.684176562353969,27.326040830466766
252,17,128,4.684176562353969,27.326040830466766
253,17,128,4.684176562353969,27.326040830466766
254,17,128,4.684176562353969,27.326040830466766
255,17,128,4.684176562353969,27.326040830466766
256,17,128,4.684176562353969,27.326040830466766
257,17,128,4.684176562353969,27.326040830466766
258,17,128,4.684176562353969,27.326040830466766
259,17,128,4.684176562353969,27.326040830466766
260,17,128,4.684176562353969,27.326040830466766
261,17,128,4.684176562353969,27.326040830466766
262,17,128,4.684176562353969,27.326040830466766
263,17,128,4.684176562353969,27.326040830466766
264,17,128,4.684176562353969,27.326040830466766
265,17,128,4.684176562353969,27.326040830466766
266,17,128,4.684176562353969,27.326040830466766
267,17,128,4.684176562353969,27.326040830466766
268,17,128,4.684176562353969,27.326040830466766
269,17,128,4.684176562353969,27.326040830466766
270,17,128,4.684176562353969,27.326040830466766
271,17,128,4.684176562353969,27.326040830466766
272,17,128,4.684176562353969,27.326040830466766
273,17,128,4.684176562353969,27.326040830466766
274,17,128,4.684176562353969,27.326040830466766
275,17,128,4.684176562353969,27.326040830466766
276,17,128,4.684176562353969,27.326040830466766
277,17,128,4.684176562353969,27.326040830466766
278,17,128,4.684176562353969,27.326040830466766
279,17,128,4.684176562353969,27.326040830466766
280,17,128,4.684176562353969,27.326040830466766
281,17,128,4.684176562353969,27.326040830466766
282,17,128,4.684176562353969,27.326040830466766
283,17,128,4.684176562353969,27.326040830466766
284,17,128,4.684176562353969,27.326040830466766
285,17,128,4.684176562353969,27.326040830466766
286,17,128,4.684176562353969,27.326040830466766
287,17,128,4.684176562353969,27.326040830466766
288,17,128,4.684176562353969,27.326040830466766
289,17,128,4.684176562353969,27.326040830466766
290,17,128,4.684176562353969,27.326040830466766
291,17,128,4.684176562353969,27.326040830466766
292,17,128,4.684176562353969,27.326040830466766
293,17,128,4.684176562353969,27.326040830466766
294,17,128,4.684176562353969,27.326040830466766
295,17,128,4.684176562353969,27.326040830466766
296,17,128,4.684176562353969,27.326040830466766
297,17,128,4.684176562353969,27.326040830466766
298,17,128,4.684176562353969,27.326040830466766
299,17,128,4.684176562353969,27.326040830466766
300,17,128,4.684176562353969,27.326040830466766
301,17,128,4.684176562353969,27.326040830466766
302,17,128,4.684176562353969,27.326040830466766
303,17,128,4.684176562353969,27.326040830466766
304,17,128,4.684176562353969,27.326040830466766
305,17,128,4.684176562353969,27.326040830466766
306,17,128,4.684176562353969,27.326040830466766
307,17,128,4.684176562353969,27.326040830466766
308,17,128,4.684176562353969,27.326040830466766
309,17,128,4.684176562353969,27.326040830466766
310,17,128,4.684176562353969,27.326040830466766
311,17,128,4.684176562353969,27.326040830466766
312,17,128,4.684176562353969,27.326040830466766
313,17,128,4.684176562353969,27.326040830466766
314,17,128,4.684176562353969,27.326040830466766
315,17,128,4.684176562353969,27.326040830466766
316,17,128,4.684176562353969,27.326040830466766
317,17,128,4.684176562353969,27.326040830466766
318,17,128,4.684176562353969,27.326040830466766
319,17,128,4.684176562353969,27.326040830466766
320,17,128,4.684176562353969,27.326040830466766
321,17,128,4.684176562353969,27.326040830466766
322,17,128,4.684176562353969,27.326040830466766
323,17,128,4.684176562353969,27.326040830466766
324,17,128,4.684176562353969,27.326040830466766
325,17,128,4.684176562353969,27.326040830466766
326,17,128,4.684176562353969,27.326040830466766
327,17,128,4.684176562353969,27.326040830466766
328,17,128,4.684176562353969,27.326040830466766
329,17,128,4.684176562353969,27.326040830466766
330,17,128,4.684176562353969,27.326040830466766
331,17,128,4.684176562353969,27.326040830466766
332,17,128,4.684176562353969,27.326040830466766
333,17,128,4.684176562353969,27.326040830466766
334,17,128,4.684176562353969,27.326040830466766
335,17,128,4.684176562353969,27.326040830466766
336,17,128,4.684176562353969,27.326040830466766
337,17,128,4.684176562353969,27.326040830466766
338,17,128,4.684176562353969,27.326040830466766
339,17,128,4.684176562353969,27.326040830466766
340,17,128,4.684176562353969,27.326040830466766
341,17,128,4.684176562353969,27.326040830466766
342,17,128,4.684176562353969,27.326040830466766
343,17,128,4.684176562353969,27.326040830466766
344,17,128,4.684176562353969,27.326040830466766
345,17,128,4.684176562353969,27.326040830466766
346,17,128,4.684176562353969,27.326040830466766
347,17,128,4.684176562353969,27.326040830466766
348,17,128,4.684176562353969,27.326040830466766
349,17,128,4.684176562353969,27.326040830466766
350,17,128,4.684176562353969,27.326040830466766
351,17,128,4.684176562353969,27.326040830466766
352,17,128,4.684176562353969,27.326040830466766
353,17,128,4.684176562353969,27.326040830466766
354,17,128,4.684176562353969,27.326040830466766
355,17,128,4.684176562353969,27.326040830466766
356,17,128,4.684176562353969,27.326040830466766
357,17,128,4.684176562353969,27.326040830466766
358,17,128,4.684176562353969,27.326040830466766
