name,backend,model,block_size,num_sequences,total_prompt_tokens,total_output_tokens,total_time_s,throughput_tok_per_s,avg_latency_s,avg_gpu_util_pct,peak_gpu_mem_used_mb,avg_gpu_mem_used_mb,gpu_mem_total_mb,avg_power_w
vllm_b16_heterogeneous,vllm,meta-llama/Llama-3.2-1B,16,1000,274022,162118,9.290056072175503,17450.7019915151,9.277323167771101,95.72043010752688,43102.875,43102.83198924731,46068.0,324.542064516129
