name,backend,model,block_size,num_sequences,total_prompt_tokens,total_output_tokens,total_time_s,throughput_tok_per_s,avg_latency_s,avg_gpu_util_pct,peak_gpu_mem_used_mb,avg_gpu_mem_used_mb,gpu_mem_total_mb,avg_power_w
vllm_homogeneous_l16_b32,vllm,meta-llama/Llama-3.2-1B,32,1000,17000,128000,4.748405387625098,26956.417902646437,4.7369807083159685,94.5,43102.875,43102.833333333336,46068.0,296.055875
