name,backend,model,block_size,num_sequences,total_prompt_tokens,total_output_tokens,total_time_s,throughput_tok_per_s,avg_latency_s,avg_gpu_util_pct,peak_gpu_mem_used_mb,avg_gpu_mem_used_mb,gpu_mem_total_mb,avg_power_w
hf_homogeneous,hf,meta-llama/Llama-3.2-1B,,1000,257000,128000,114.69235800206661,1116.0290208497902,0.9089031305909157,78.16517857142857,4112.875,4069.119642857143,46068.0,219.37166607142856
